ticker,date,reportedEPS,estimatedEPS,eps_surprise,eps_surprise_pct,bin
MSFT,2019-01-30,1.1,1.09,0.010000000000000009,0.92,0% to 10% (Slight Beat)
MSFT,2019-04-24,1.14,1.0,0.1399999999999999,14.0,>10% (Beat)
MSFT,2019-07-18,1.37,1.21,0.16000000000000014,13.22,>10% (Beat)
MSFT,2019-10-23,1.38,1.25,0.1299999999999999,10.4,>10% (Beat)
MSFT,2020-01-29,1.51,1.32,0.18999999999999995,14.39,>10% (Beat)
MSFT,2020-04-29,1.4,1.26,0.1399999999999999,11.11,>10% (Beat)
MSFT,2020-07-22,1.46,1.34,0.11999999999999988,8.96,0% to 10% (Slight Beat)
MSFT,2020-10-27,1.82,1.54,0.28,18.18,>10% (Beat)
MSFT,2021-01-26,2.03,1.64,0.3899999999999999,23.78,>10% (Beat)
MSFT,2021-04-27,1.95,1.78,0.16999999999999993,9.55,0% to 10% (Slight Beat)
MSFT,2021-07-27,2.17,1.92,0.25,13.02,>10% (Beat)
MSFT,2021-10-26,2.27,2.07,0.20000000000000018,9.66,0% to 10% (Slight Beat)
MSFT,2022-01-25,2.48,2.31,0.16999999999999993,7.36,0% to 10% (Slight Beat)
MSFT,2022-04-26,2.22,2.19,0.03000000000000025,1.37,0% to 10% (Slight Beat)
MSFT,2022-07-26,2.23,2.29,-0.06000000000000005,-2.62,-10% to 0% (Slight Miss)
MSFT,2022-10-25,2.35,2.3,0.050000000000000266,2.17,0% to 10% (Slight Beat)
MSFT,2023-01-24,2.32,2.29,0.029999999999999805,1.31,0% to 10% (Slight Beat)
MSFT,2023-04-25,2.45,2.23,0.2200000000000002,9.87,0% to 10% (Slight Beat)
MSFT,2023-07-25,2.69,2.55,0.14000000000000012,5.49,0% to 10% (Slight Beat)
MSFT,2023-10-24,2.99,2.65,0.3400000000000003,12.83,>10% (Beat)
MSFT,2024-01-30,2.93,2.78,0.15000000000000036,5.4,0% to 10% (Slight Beat)
MSFT,2024-04-25,2.94,2.82,0.1200000000000001,4.26,0% to 10% (Slight Beat)
MSFT,2024-07-30,2.95,2.93,0.020000000000000018,0.68,0% to 10% (Slight Beat)
MSFT,2024-10-30,3.3,3.1,0.19999999999999973,6.45,0% to 10% (Slight Beat)
MSFT,2025-01-29,3.23,3.11,0.1200000000000001,3.86,0% to 10% (Slight Beat)
MSFT,2025-04-30,3.46,3.22,0.23999999999999977,7.45,0% to 10% (Slight Beat)
MSTR,2015-01-26,1.99,1.04,0.95,91.35,>10% (Beat)
MSTR,2015-04-28,1.79,0.96,0.8300000000000001,86.46,>10% (Beat)
MSTR,2015-07-27,1.95,1.37,0.5799999999999998,42.34,>10% (Beat)
MSTR,2015-10-26,2.06,1.96,0.10000000000000009,5.1,0% to 10% (Slight Beat)
MSTR,2016-01-27,3.38,2.19,1.19,54.34,>10% (Beat)
MSTR,2016-04-27,1.24,1.9,-0.6599999999999999,-34.74,<-10% (Miss)
MSTR,2016-07-28,1.64,2.1,-0.4600000000000002,-21.9,<-10% (Miss)
MSTR,2016-10-27,2.31,1.8,0.51,28.33,>10% (Beat)
MSTR,2017-01-31,2.69,2.5,0.18999999999999995,7.6,0% to 10% (Slight Beat)
MSTR,2017-04-27,1.28,1.47,-0.18999999999999995,-12.93,<-10% (Miss)
MSTR,2017-07-27,0.96,1.55,-0.5900000000000001,-38.06,<-10% (Miss)
MSTR,2017-10-26,1.56,1.0,0.56,56.0,>10% (Beat)
MSTR,2018-01-25,1.55,1.37,0.17999999999999994,13.14,>10% (Beat)
MSTR,2018-04-26,0.15,0.38,-0.23,-60.53,<-10% (Miss)
MSTR,2018-07-26,0.42,0.15,0.27,100.0,>10% (Beat)
MSTR,2018-10-25,0.83,0.61,0.21999999999999997,36.07,>10% (Beat)
MSTR,2019-01-29,0.3,1.21,-0.9099999999999999,-75.21,<-10% (Miss)
MSTR,2019-04-30,-0.77,0.08,-0.85,-100.0,<-10% (Miss)
MSTR,2019-07-30,-0.14,0.1,-0.24000000000000002,-100.0,<-10% (Miss)
MSTR,2019-10-29,0.94,0.66,0.2799999999999999,42.42,>10% (Beat)
MSTR,2020-01-28,1.18,0.81,0.3699999999999999,45.68,>10% (Beat)
MSTR,2020-04-28,0.07,0.19,-0.12,-63.16,<-10% (Miss)
MSTR,2020-07-28,0.35,0.4,-0.050000000000000044,-12.5,<-10% (Miss)
MSTR,2020-10-27,3.12,0.39,2.73,100.0,>10% (Beat)
MSTR,2021-01-28,0.39,1.62,-1.23,-75.93,<-10% (Miss)
MSTR,2021-04-29,1.54,0.54,1.0,100.0,>10% (Beat)
MSTR,2021-07-29,1.72,1.0,0.72,72.0,>10% (Beat)
MSTR,2021-10-28,1.86,1.25,0.6100000000000001,48.8,>10% (Beat)
MSTR,2022-02-01,5.32,1.49,3.83,100.0,>10% (Beat)
MSTR,2022-05-03,-10.42,1.41,-11.83,-100.0,<-10% (Miss)
MSTR,2022-08-02,-94.01,-7.27,-86.74000000000001,100.0,>10% (Beat)
MSTR,2022-11-01,-2.39,0.27,-2.66,-100.0,<-10% (Miss)
MSTR,2023-02-02,-21.93,0.02,-21.95,-100.0,<-10% (Miss)
MSTR,2023-05-01,30.59,-1.28,31.87,-100.0,<-10% (Miss)
MSTR,2023-08-01,2.35,-0.52,2.87,-100.0,<-10% (Miss)
MSTR,2023-11-01,-8.98,0.69,-9.67,-100.0,<-10% (Miss)
MSTR,2024-02-06,5.62,0.55,5.07,100.0,>10% (Beat)
MSTR,2024-04-29,-8.26,0.33,-8.59,-100.0,<-10% (Miss)
MSTR,2024-08-01,-0.57,-0.01,-0.5599999999999999,100.0,>10% (Beat)
MSTR,2024-10-30,-1.72,-0.14,-1.58,100.0,>10% (Beat)
MSTR,2025-02-05,-3.3,-0.07,-3.23,100.0,>10% (Beat)
MSTR,2025-05-01,-16.53,-0.0233,-16.506700000000002,100.0,>10% (Beat)
NVDA,2015-02-11,0.009,0.007,0.001999999999999999,28.57,>10% (Beat)
NVDA,2015-05-07,0.006,0.006,0.0,0.0,-10% to 0% (Slight Miss)
NVDA,2015-08-06,0.004,0.003,0.001,33.33,>10% (Beat)
NVDA,2015-11-05,0.011,0.006,0.004999999999999999,83.33,>10% (Beat)
NVDA,2016-02-17,0.009,0.008,0.0009999999999999992,12.5,>10% (Beat)
NVDA,2016-05-12,0.008,0.008,0.0,0.0,-10% to 0% (Slight Miss)
NVDA,2016-08-11,0.01,0.009,0.0010000000000000009,11.11,>10% (Beat)
NVDA,2016-11-10,0.021,0.014,0.007000000000000001,50.0,>10% (Beat)
NVDA,2017-02-09,0.025,0.021,0.004,19.05,>10% (Beat)
NVDA,2017-05-09,0.02,0.016,0.004,25.0,>10% (Beat)
NVDA,2017-08-10,0.023,0.017,0.005999999999999998,35.29,>10% (Beat)
NVDA,2017-11-09,0.033,0.024,0.009000000000000001,37.5,>10% (Beat)
NVDA,2018-02-08,0.039,0.029,0.009999999999999998,34.48,>10% (Beat)
NVDA,2018-05-10,0.051,0.04,0.010999999999999996,27.5,>10% (Beat)
NVDA,2018-08-16,0.049,0.044,0.0050000000000000044,11.36,>10% (Beat)
NVDA,2018-11-15,0.046,0.047,-0.0010000000000000009,-2.13,-10% to 0% (Slight Miss)
NVDA,2019-02-14,0.02,0.019,0.0010000000000000009,5.26,0% to 10% (Slight Beat)
NVDA,2019-05-16,0.022,0.02,0.0019999999999999983,10.0,0% to 10% (Slight Beat)
NVDA,2019-08-15,0.031,0.029,0.0019999999999999983,6.9,0% to 10% (Slight Beat)
NVDA,2019-11-14,0.045,0.039,0.005999999999999998,15.38,>10% (Beat)
NVDA,2020-02-13,0.0473,0.05,-0.002700000000000001,-5.4,-10% to 0% (Slight Miss)
NVDA,2020-05-21,0.045,0.042,0.0029999999999999957,7.14,0% to 10% (Slight Beat)
NVDA,2020-08-19,0.055,0.049,0.005999999999999998,12.24,>10% (Beat)
NVDA,2020-11-18,0.073,0.064,0.008999999999999994,14.06,>10% (Beat)
NVDA,2021-02-24,0.0775,0.08,-0.0025000000000000022,-3.13,-10% to 0% (Slight Miss)
NVDA,2021-05-26,0.0915,0.0822,0.009300000000000003,11.31,>10% (Beat)
NVDA,2021-08-18,0.104,0.102,0.0020000000000000018,1.96,0% to 10% (Slight Beat)
NVDA,2021-11-17,0.117,0.111,0.006000000000000005,5.41,0% to 10% (Slight Beat)
NVDA,2022-02-16,0.132,0.123,0.009000000000000008,7.32,0% to 10% (Slight Beat)
NVDA,2022-05-25,0.136,0.13,0.006000000000000005,4.62,0% to 10% (Slight Beat)
NVDA,2022-08-24,0.051,0.0499,0.0010999999999999968,2.2,0% to 10% (Slight Beat)
NVDA,2022-11-16,0.058,0.071,-0.01299999999999999,-18.31,<-10% (Miss)
NVDA,2023-02-22,0.088,0.081,0.006999999999999992,8.64,0% to 10% (Slight Beat)
NVDA,2023-05-24,0.109,0.092,0.017,18.48,>10% (Beat)
NVDA,2023-08-23,0.27,0.207,0.06300000000000003,30.43,>10% (Beat)
NVDA,2023-11-21,0.402,0.336,0.066,19.64,>10% (Beat)
NVDA,2024-02-21,0.516,0.461,0.05499999999999999,11.93,>10% (Beat)
NVDA,2024-05-22,0.612,0.559,0.052999999999999936,9.48,0% to 10% (Slight Beat)
NVDA,2024-08-28,0.68,0.63,0.050000000000000044,7.94,0% to 10% (Slight Beat)
NVDA,2024-11-20,0.81,0.74,0.07000000000000006,9.46,0% to 10% (Slight Beat)
NVDA,2025-02-26,0.89,0.8459,0.04410000000000003,5.21,0% to 10% (Slight Beat)
NVDA,2025-05-28,0.96,0.93,0.029999999999999916,3.23,0% to 10% (Slight Beat)
ORCL,2015-03-17,0.68,0.68,0.0,0.0,-10% to 0% (Slight Miss)
ORCL,2015-06-17,0.78,0.86,-0.07999999999999996,-9.3,-10% to 0% (Slight Miss)
ORCL,2015-09-16,0.53,0.52,0.010000000000000009,1.92,0% to 10% (Slight Beat)
ORCL,2015-12-16,0.63,0.6,0.030000000000000027,5.0,0% to 10% (Slight Beat)
ORCL,2016-03-15,0.64,0.62,0.020000000000000018,3.23,0% to 10% (Slight Beat)
ORCL,2016-06-16,0.81,0.82,-0.009999999999999898,-1.22,-10% to 0% (Slight Miss)
ORCL,2016-09-15,0.55,0.58,-0.029999999999999916,-5.17,-10% to 0% (Slight Miss)
ORCL,2016-12-15,0.61,0.6,0.010000000000000009,1.67,0% to 10% (Slight Beat)
ORCL,2017-03-15,0.69,0.62,0.06999999999999995,11.29,>10% (Beat)
ORCL,2017-06-21,0.89,0.78,0.10999999999999999,14.1,>10% (Beat)
ORCL,2017-09-14,0.62,0.6,0.020000000000000018,3.33,0% to 10% (Slight Beat)
ORCL,2017-12-14,0.7,0.68,0.019999999999999907,2.94,0% to 10% (Slight Beat)
ORCL,2018-03-19,0.83,0.72,0.10999999999999999,15.28,>10% (Beat)
ORCL,2018-06-19,0.99,0.94,0.050000000000000044,5.32,0% to 10% (Slight Beat)
ORCL,2018-09-17,0.71,0.68,0.029999999999999916,4.41,0% to 10% (Slight Beat)
ORCL,2018-12-17,0.8,0.78,0.020000000000000018,2.56,0% to 10% (Slight Beat)
ORCL,2019-03-14,0.87,0.84,0.030000000000000027,3.57,0% to 10% (Slight Beat)
ORCL,2019-06-19,1.16,1.07,0.08999999999999986,8.41,0% to 10% (Slight Beat)
ORCL,2019-09-11,0.81,0.81,0.0,0.0,-10% to 0% (Slight Miss)
ORCL,2019-12-12,0.9,0.89,0.010000000000000009,1.12,0% to 10% (Slight Beat)
ORCL,2020-03-12,0.97,0.96,0.010000000000000009,1.04,0% to 10% (Slight Beat)
ORCL,2020-06-16,1.2,1.15,0.050000000000000044,4.35,0% to 10% (Slight Beat)
ORCL,2020-09-10,0.93,0.86,0.07000000000000006,8.14,0% to 10% (Slight Beat)
ORCL,2020-12-10,1.06,1.0,0.06000000000000005,6.0,0% to 10% (Slight Beat)
ORCL,2021-03-10,1.16,1.11,0.04999999999999982,4.5,0% to 10% (Slight Beat)
ORCL,2021-06-15,1.54,1.33,0.20999999999999996,15.79,>10% (Beat)
ORCL,2021-09-13,1.03,0.97,0.06000000000000005,6.19,0% to 10% (Slight Beat)
ORCL,2021-12-09,1.21,1.11,0.09999999999999987,9.01,0% to 10% (Slight Beat)
ORCL,2022-03-10,1.13,1.18,-0.050000000000000044,-4.24,-10% to 0% (Slight Miss)
ORCL,2022-06-13,1.54,1.38,0.16000000000000014,11.59,>10% (Beat)
ORCL,2022-09-12,1.03,1.08,-0.050000000000000044,-4.63,-10% to 0% (Slight Miss)
ORCL,2022-12-12,1.21,1.17,0.040000000000000036,3.42,0% to 10% (Slight Beat)
ORCL,2023-03-09,1.22,1.2,0.020000000000000018,1.67,0% to 10% (Slight Beat)
ORCL,2023-06-12,1.67,1.58,0.08999999999999986,5.7,0% to 10% (Slight Beat)
ORCL,2023-09-11,1.19,1.15,0.040000000000000036,3.48,0% to 10% (Slight Beat)
ORCL,2023-12-11,1.34,1.33,0.010000000000000009,0.75,0% to 10% (Slight Beat)
ORCL,2024-03-11,1.41,1.38,0.030000000000000027,2.17,0% to 10% (Slight Beat)
ORCL,2024-06-11,1.63,1.65,-0.020000000000000018,-1.21,-10% to 0% (Slight Miss)
ORCL,2024-09-09,1.39,1.33,0.05999999999999983,4.51,0% to 10% (Slight Beat)
ORCL,2024-12-09,1.47,1.48,-0.010000000000000009,-0.68,-10% to 0% (Slight Miss)
ORCL,2025-03-10,1.47,1.49,-0.020000000000000018,-1.34,-10% to 0% (Slight Miss)
ORCL,2025-06-11,1.7,1.64,0.06000000000000005,3.66,0% to 10% (Slight Beat)
PLTR,2020-09-30,0.01,0.0,0.01,,Unknown
PLTR,2020-11-12,0.06,0.03,0.03,100.0,>10% (Beat)
PLTR,2021-02-16,0.06,0.02,0.039999999999999994,100.0,>10% (Beat)
PLTR,2021-05-11,0.04,0.04,0.0,0.0,-10% to 0% (Slight Miss)
PLTR,2021-08-12,0.04,0.03,0.010000000000000002,33.33,>10% (Beat)
PLTR,2021-11-09,0.04,0.04,0.0,0.0,-10% to 0% (Slight Miss)
PLTR,2022-02-17,0.02,0.04,-0.02,-50.0,<-10% (Miss)
PLTR,2022-05-09,0.02,0.04,-0.02,-50.0,<-10% (Miss)
PLTR,2022-08-08,-0.01,0.03,-0.04,-100.0,<-10% (Miss)
PLTR,2022-11-07,0.01,0.02,-0.01,-50.0,<-10% (Miss)
PLTR,2023-02-13,0.04,0.03,0.010000000000000002,33.33,>10% (Beat)
PLTR,2023-05-08,0.05,0.04,0.010000000000000002,25.0,>10% (Beat)
PLTR,2023-08-07,0.05,0.05,0.0,0.0,-10% to 0% (Slight Miss)
PLTR,2023-11-02,0.07,0.06,0.010000000000000009,16.67,>10% (Beat)
PLTR,2024-02-05,0.08,0.08,0.0,0.0,-10% to 0% (Slight Miss)
PLTR,2024-05-06,0.08,0.08,0.0,0.0,-10% to 0% (Slight Miss)
PLTR,2024-08-05,0.09,0.08,0.009999999999999995,12.5,>10% (Beat)
PLTR,2024-11-04,0.1,0.09,0.010000000000000009,11.11,>10% (Beat)
PLTR,2025-02-03,0.14,0.1132,0.026800000000000018,23.67,>10% (Beat)
PLTR,2025-05-05,0.13,0.13,0.0,0.0,-10% to 0% (Slight Miss)
TSLA,2015-02-11,-0.01,0.02,-0.03,-100.0,<-10% (Miss)
TSLA,2015-05-06,-0.36,-0.5,0.14,-28.0,<-10% (Miss)
TSLA,2015-08-05,-0.03,-0.6,0.57,-95.0,<-10% (Miss)
TSLA,2015-11-03,-0.04,-0.04,0.0,-0.0,-10% to 0% (Slight Miss)
TSLA,2016-02-10,-0.87,0.1,-0.97,-100.0,<-10% (Miss)
TSLA,2016-05-04,-0.04,-0.05,0.010000000000000002,-20.0,<-10% (Miss)
TSLA,2016-08-03,-0.07,-0.04,-0.030000000000000006,75.0,>10% (Beat)
TSLA,2016-10-26,0.14,-0.08,0.22000000000000003,-100.0,<-10% (Miss)
TSLA,2017-02-22,-0.14,-0.21,0.06999999999999998,-33.33,<-10% (Miss)
TSLA,2017-05-03,-0.09,-0.09,0.0,-0.0,-10% to 0% (Slight Miss)
TSLA,2017-08-02,-0.09,-0.12,0.03,-25.0,<-10% (Miss)
TSLA,2017-11-01,-0.19,-0.15,-0.04000000000000001,26.67,>10% (Beat)
TSLA,2018-02-07,-0.2,-0.21,0.009999999999999981,-4.76,-10% to 0% (Slight Miss)
TSLA,2018-05-02,-0.22,-0.24,0.01999999999999999,-8.33,-10% to 0% (Slight Miss)
TSLA,2018-08-01,-0.16,-0.2,0.04000000000000001,-20.0,<-10% (Miss)
TSLA,2018-10-24,0.19,0.03,0.16,100.0,>10% (Beat)
TSLA,2019-01-30,0.13,0.08,0.05,62.5,>10% (Beat)
TSLA,2019-04-24,-0.12,-0.05,-0.06999999999999999,100.0,>10% (Beat)
TSLA,2019-07-24,-0.07,-0.02,-0.05,100.0,>10% (Beat)
TSLA,2019-10-23,0.12,-0.03,0.15,-100.0,<-10% (Miss)
TSLA,2020-01-29,0.14,0.11,0.030000000000000013,27.27,>10% (Beat)
TSLA,2020-04-29,0.08,-0.02,0.1,-100.0,<-10% (Miss)
TSLA,2020-07-22,0.15,-0.01,0.16,-100.0,<-10% (Miss)
TSLA,2020-10-21,0.25,0.19,0.06,31.58,>10% (Beat)
TSLA,2021-01-27,0.27,0.34,-0.07,-20.59,<-10% (Miss)
TSLA,2021-04-26,0.31,0.26,0.04999999999999999,19.23,>10% (Beat)
TSLA,2021-07-26,0.48,0.33,0.14999999999999997,45.45,>10% (Beat)
TSLA,2021-10-20,0.62,0.53,0.08999999999999997,16.98,>10% (Beat)
TSLA,2022-01-26,0.85,0.79,0.05999999999999994,7.59,0% to 10% (Slight Beat)
TSLA,2022-04-20,1.07,0.75,0.32000000000000006,42.67,>10% (Beat)
TSLA,2022-07-20,0.76,0.6,0.16000000000000003,26.67,>10% (Beat)
TSLA,2022-10-19,1.05,0.99,0.06000000000000005,6.06,0% to 10% (Slight Beat)
TSLA,2023-01-25,1.19,1.13,0.06000000000000005,5.31,0% to 10% (Slight Beat)
TSLA,2023-04-19,0.85,0.85,0.0,0.0,-10% to 0% (Slight Miss)
TSLA,2023-07-19,0.91,0.82,0.09000000000000008,10.98,>10% (Beat)
TSLA,2023-10-18,0.66,0.72,-0.05999999999999994,-8.33,-10% to 0% (Slight Miss)
TSLA,2024-01-24,0.71,0.74,-0.030000000000000027,-4.05,-10% to 0% (Slight Miss)
TSLA,2024-04-23,0.45,0.51,-0.06,-11.76,<-10% (Miss)
TSLA,2024-07-23,0.52,0.56,-0.040000000000000036,-7.14,-10% to 0% (Slight Miss)
TSLA,2024-10-23,0.72,0.58,0.14,24.14,>10% (Beat)
TSLA,2025-01-29,0.73,0.76,-0.030000000000000027,-3.95,-10% to 0% (Slight Miss)
TSLA,2025-04-22,0.27,0.4147,-0.1447,-34.89,<-10% (Miss)
UBER,2019-02-15,-1.86,0.0,-1.86,,Unknown
